customer_id,customer_name,email,registration_date,customer_type
371,Customer_371,cust371@example.com,2026-01-15 15:57:43.622423,PREMIUM
372,Customer_372,cust372@example.com,2025-09-18 15:57:43.622424,VIP
373,Customer_373,cust373@example.com,2026-03-21 15:57:43.622426,PREMIUM
374,Customer_374,cust374@example.com,2026-01-25 15:57:43.622427,VIP
375,Customer_375,cust375@example.com,2025-09-03 15:57:43.622429,REGULAR
376,Customer_376,cust376@example.com,2026-07-02 15:57:43.622430,VIP
377,Customer_377,cust377@example.com,2026-03-17 15:57:43.622432,PREMIUM
378,Customer_378,cust378@example.com,2026-01-24 15:57:43.622433,REGULAR
379,Customer_379,cust379@example.com,2026-03-18 15:57:43.622434,REGULAR
380,Customer_380,cust380@example.com,2025-10-16 15:57:43.622436,VIP
381,Customer_381,cust381@example.com,2025-08-24 15:57:43.622438,REGULAR
382,Customer_382,cust382@example.com,2026-05-01 15:57:43.622439,REGULAR
383,Customer_383,cust383@example.com,2026-01-28 15:57:43.622441,REGULAR
384,Customer_384,cust384@example.com,2026-01-25 15:57:43.622442,PREMIUM
385,Customer_385,cust385@example.com,2026-04-20 15:57:43.622678,REGULAR
386,Customer_386,cust386@example.com,2026-02-21 15:57:43.622684,PREMIUM
387,Customer_387,cust387@example.com,2025-08-27 15:57:43.622687,REGULAR
388,Customer_388,cust388@example.com,2026-02-13 15:57:43.622689,VIP
389,Customer_389,cust389@example.com,2025-11-14 15:57:43.622690,VIP
390,Customer_390,cust390@example.com,2026-02-14 15:57:43.622692,REGULAR
391,Customer_391,cust391@example.com,2026-04-09 15:57:43.622693,PREMIUM
392,Customer_392,cust392@example.com,2026-03-16 15:57:43.622695,REGULAR
393,Customer_393,cust393@example.com,2025-11-25 15:57:43.622697,REGULAR
394,Customer_394,cust394@example.com,2026-07-12 15:57:43.622698,REGULAR
395,Customer_395,cust395@example.com,2026-04-17 15:57:43.622700,PREMIUM
396,Customer_396,cust396@example.com,2025-11-12 15:57:43.622701,PREMIUM
397,Customer_397,cust397@example.com,2026-04-02 15:57:43.622703,REGULAR
398,Customer_398,invalid_email_no_domain,2026-01-25 15:57:43.622704,REGULAR
399,Customer_399,cust399@example.com,2025-10-17 15:57:43.622706,REGULAR
400,Customer_400,cust400@example.com,2026-02-04 15:57:43.622707,REGULAR
401,Customer_401,cust401@example.com,2026-06-22 15:57:43.622709,REGULAR
402,Customer_402,cust402@example.com,2026-06-10 15:57:43.622711,VIP
403,Customer_403,cust403@example.com,2026-01-18 15:57:43.622713,REGULAR
404,Customer_404,cust404@example.com,2026-05-21 15:57:43.622714,REGULAR
405,Customer_405,cust405@example.com,2025-07-28 15:57:43.622716,VIP
406,Customer_406,cust406@example.com,2025-12-13 15:57:43.622717,PREMIUM
407,Customer_407,cust407@example.com,2026-07-04 15:57:43.622719,VIP
408,Customer_408,cust408@example.com,2025-10-16 15:57:43.622720,PREMIUM
409,Customer_409,cust409@example.com,2025-10-16 15:57:43.622722,PREMIUM
410,Customer_410,cust410@example.com,2026-05-28 15:57:43.622723,PREMIUM
411,Customer_411,cust411@example.com,2025-10-05 15:57:43.622725,REGULAR
412,Customer_412,cust412@example.com,2025-11-25 15:57:43.622726,PREMIUM
413,Customer_413,cust413@example.com,2025-08-23 15:57:43.622728,VIP
414,Customer_414,cust414@example.com,2025-09-17 15:57:43.622729,VIP
415,Customer_415,cust415@example.com,2026-05-31 15:57:43.622731,VIP
416,Customer_416,cust416@example.com,2026-01-14 15:57:43.622732,REGULAR
417,Customer_417,cust417@example.com,2026-03-21 15:57:43.622734,REGULAR
418,Customer_418,cust418@example.com,2026-06-04 15:57:43.622736,PREMIUM
419,Customer_419,cust419@example.com,2026-04-29 15:57:43.622737,PREMIUM
420,Customer_420,cust420@example.com,2025-11-19 15:57:43.622738,PREMIUM
421,Customer_421,cust421@example.com,2025-11-06 15:57:43.622740,PREMIUM
422,Customer_422,cust422@example.com,2025-10-01 15:57:43.622741,VIP
423,Customer_423,cust423@example.com,2026-02-16 15:57:43.622743,PREMIUM
424,Customer_424,cust424@example.com,2025-12-06 15:57:43.622745,VIP
425,Customer_425,cust425@example.com,2025-12-30 15:57:43.622747,REGULAR
426,Customer_426,cust426@example.com,2025-11-23 15:57:43.622748,PREMIUM
427,Customer_427,cust427@example.com,2025-09-07 15:57:43.622750,VIP
428,Customer_428,cust428@example.com,2026-05-23 15:57:43.622751,PREMIUM
429,Customer_429,cust429@example.com,2026-05-27 15:57:43.622752,REGULAR
430,Customer_430,cust430@example.com,2026-03-13 15:57:43.622754,PREMIUM
431,Customer_431,cust431@example.com,2026-02-13 15:57:43.622755,REGULAR
432,Customer_432,cust432@example.com,2025-12-21 15:57:43.622757,VIP
433,Customer_433,cust433@example.com,2026-05-03 15:57:43.622758,VIP
434,Customer_434,cust434@example.com,2026-06-13 15:57:43.622760,REGULAR
435,Customer_435,cust435@example.com,2025-08-12 15:57:43.622761,PREMIUM
436,Customer_436,cust436@example.com,2025-09-20 15:57:43.622763,VIP
437,Customer_437,cust437@example.com,2026-06-07 15:57:43.622771,VIP
438,Customer_438,cust438@example.com,2025-12-26 15:57:43.622772,VIP
439,Customer_439,cust439@example.com,2026-03-14 15:57:43.622774,REGULAR
440,Customer_440,cust440@example.com,2026-07-12 15:57:43.622775,PREMIUM
441,Customer_441,cust441@example.com,2026-06-28 15:57:43.622776,VIP
442,Customer_442,cust442@example.com,2026-07-01 15:57:43.622778,VIP
443,Customer_443,cust443@example.com,2026-04-22 15:57:43.622779,VIP
444,Customer_444,cust444@example.com,2026-03-23 15:57:43.622781,VIP
445,Customer_445,cust445@example.com,2025-10-11 15:57:43.622782,PREMIUM
446,Customer_446,cust446@example.com,2026-03-05 15:57:43.622784,PREMIUM
447,Customer_447,cust447@example.com,2025-07-24 15:57:43.622785,VIP
448,Customer_448,cust448@example.com,2026-05-09 15:57:43.622787,PREMIUM
449,Customer_449,cust449@example.com,2025-10-25 15:57:43.622788,REGULAR
450,Customer_450,cust450@example.com,2025-09-25 15:57:43.622790,VIP
451,Customer_451,cust451@example.com,2026-02-10 15:57:43.622791,PREMIUM
452,Customer_452,cust452@example.com,2026-06-19 15:57:43.622793,PREMIUM
453,Customer_453,cust453@example.com,2025-09-12 15:57:43.622794,REGULAR
454,Customer_454,cust454@example.com,2026-01-13 15:57:43.622796,VIP
455,Customer_455,cust455@example.com,2026-07-08 15:57:43.622797,VIP
456,Customer_456,cust456@example.com,2025-09-06 15:57:43.622799,VIP
457,Customer_457,cust457@example.com,2025-11-23 15:57:43.622800,REGULAR
458,Customer_458,cust458@example.com,2026-01-12 15:57:43.622803,REGULAR
459,Customer_459,cust459@example.com,2026-05-01 15:57:43.622804,VIP
460,Customer_460,cust460@example.com,2025-07-18 15:57:43.622806,PREMIUM
461,Customer_461,cust461@example.com,2026-01-12 15:57:43.622808,VIP
462,Customer_462,cust462@example.com,2025-10-09 15:57:43.622809,REGULAR
463,Customer_463,cust463@example.com,2026-03-19 15:57:43.622810,PREMIUM
464,Customer_464,cust464@example.com,2026-06-01 15:57:43.622812,VIP
465,Customer_465,cust465@example.com,2026-06-08 15:57:43.622813,REGULAR
466,Customer_466,cust466@example.com,2026-01-25 15:57:43.622815,VIP
467,Customer_467,cust467@example.com,2025-09-05 15:57:43.622817,REGULAR
468,Customer_468,cust468@example.com,2026-07-09 15:57:43.622818,REGULAR
469,Customer_469,cust469@example.com,2026-05-24 15:57:43.622895,PREMIUM
470,Customer_470,cust470@example.com,2025-12-18 15:57:43.622901,REGULAR
471,Customer_471,cust471@example.com,2025-08-15 15:57:43.622904,REGULAR
472,Customer_472,cust472@example.com,2026-06-29 15:57:43.622907,PREMIUM
473,Customer_473,cust473@example.com,2025-10-19 15:57:43.622908,REGULAR
474,Customer_474,cust474@example.com,2025-12-19 15:57:43.622910,PREMIUM
475,Customer_475,cust475@example.com,2025-11-29 15:57:43.622911,VIP
476,Customer_476,cust476@example.com,2026-04-21 15:57:43.622913,REGULAR
477,Customer_477,cust477@example.com,2025-12-24 15:57:43.622914,REGULAR
478,Customer_478,cust478@example.com,2025-11-19 15:57:43.622916,REGULAR
479,Customer_479,cust479@example.com,2026-02-09 15:57:43.622917,PREMIUM
480,Customer_480,cust480@example.com,2025-12-14 15:57:43.622919,VIP
481,Customer_481,cust481@example.com,2025-11-26 15:57:43.622920,PREMIUM
482,Customer_482,cust482@example.com,2026-02-19 15:57:43.622921,VIP
483,Customer_483,cust483@example.com,2025-07-18 15:57:43.622923,PREMIUM
484,Customer_484,cust484@example.com,2026-04-29 15:57:43.622924,REGULAR
485,Customer_485,cust485@example.com,2025-08-08 15:57:43.622926,VIP
486,Customer_486,cust486@example.com,2026-05-07 15:57:43.622927,REGULAR
487,Customer_487,cust487@example.com,2025-08-06 15:57:43.622929,PREMIUM
488,Customer_488,cust488@example.com,2025-12-31 15:57:43.622930,REGULAR
489,Customer_489,cust489@example.com,2025-08-12 15:57:43.622932,VIP
490,Customer_490,cust490@example.com,2026-02-08 15:57:43.622933,VIP
491,Customer_491,cust491@example.com,2025-11-20 15:57:43.622935,PREMIUM
492,Customer_492,invalid_email_no_domain,2026-06-01 15:57:43.622936,PREMIUM
493,Customer_493,cust493@example.com,2026-06-18 15:57:43.622938,REGULAR
494,Customer_494,cust494@example.com,2025-08-07 15:57:43.622939,REGULAR
495,Customer_495,cust495@example.com,2025-08-22 15:57:43.622941,VIP
496,Customer_496,cust496@example.com,2026-02-10 15:57:43.622942,PREMIUM
497,Customer_497,cust497@example.com,2026-01-11 15:57:43.622944,PREMIUM
498,Customer_498,cust498@example.com,2026-02-11 15:57:43.622945,VIP
499,Customer_499,cust499@example.com,2025-08-27 15:57:43.622947,VIP
500,Customer_500,cust500@example.com,2026-06-12 15:57:43.622948,VIP
501,Customer_501,cust501@example.com,2026-04-23 15:57:43.622950,VIP
502,Customer_502,cust502@example.com,2026-02-22 15:57:43.622951,VIP
503,Customer_503,cust503@example.com,2025-07-26 15:57:43.622953,REGULAR
504,Customer_504,cust504@example.com,2026-03-16 15:57:43.622955,PREMIUM
505,Customer_505,cust505@example.com,2026-03-06 15:57:43.622957,VIP
506,Customer_506,cust506@example.com,2026-04-30 15:57:43.622958,PREMIUM
507,Customer_507,cust507@example.com,2025-10-30 15:57:43.622960,PREMIUM
508,Customer_508,cust508@example.com,2025-11-06 15:57:43.622961,REGULAR
509,Customer_509,cust509@example.com,2025-08-01 15:57:43.622963,PREMIUM
510,Customer_510,cust510@example.com,2026-06-13 15:57:43.622964,PREMIUM
511,Customer_511,cust511@example.com,2026-06-10 15:57:43.622966,PREMIUM
512,Customer_512,cust512@example.com,2025-09-20 15:57:43.622967,REGULAR
513,Customer_513,cust513@example.com,2026-04-30 15:57:43.622969,VIP
514,Customer_514,cust514@example.com,2025-08-04 15:57:43.622970,REGULAR
515,Customer_515,invalid_email_no_domain,2025-11-08 15:57:43.622972,VIP
516,Customer_516,cust516@example.com,2026-04-05 15:57:43.622973,VIP
517,Customer_517,cust517@example.com,2025-12-11 15:57:43.622975,PREMIUM
518,Customer_518,cust518@example.com,2026-05-29 15:57:43.622976,REGULAR
519,Customer_519,cust519@example.com,2026-05-10 15:57:43.622978,PREMIUM
520,Customer_520,cust520@example.com,2025-12-27 15:57:43.622979,VIP
521,Customer_521,cust521@example.com,2025-10-28 15:57:43.622981,VIP
522,Customer_522,cust522@example.com,2025-09-26 15:57:43.622986,VIP
523,Customer_523,cust523@example.com,2026-03-10 15:57:43.622987,REGULAR
524,Customer_524,cust524@example.com,2025-07-21 15:57:43.622989,REGULAR
525,Customer_525,cust525@example.com,2026-04-21 15:57:43.622990,VIP
526,Customer_526,cust526@example.com,2025-07-18 15:57:43.622992,PREMIUM
527,Customer_527,cust527@example.com,2025-07-20 15:57:43.622993,VIP
528,Customer_528,cust528@example.com,2026-04-09 15:57:43.622995,VIP
529,Customer_529,cust529@example.com,2025-10-22 15:57:43.622996,REGULAR
530,Customer_530,cust530@example.com,2025-10-08 15:57:43.622998,PREMIUM
531,Customer_531,cust531@example.com,2026-02-10 15:57:43.622999,PREMIUM
532,Customer_532,cust532@example.com,2026-02-23 15:57:43.623001,REGULAR
533,Customer_533,cust533@example.com,2025-08-02 15:57:43.623003,PREMIUM
534,Customer_534,cust534@example.com,2026-04-18 15:57:43.623004,VIP
535,Customer_535,cust535@example.com,2026-04-19 15:57:43.623006,REGULAR
536,Customer_536,cust536@example.com,2025-10-20 15:57:43.623007,PREMIUM
537,Customer_537,cust537@example.com,2025-12-21 15:57:43.623008,VIP
538,Customer_538,cust538@example.com,2025-07-26 15:57:43.623010,PREMIUM
539,Customer_539,cust539@example.com,2026-04-21 15:57:43.623012,PREMIUM
540,Customer_540,cust540@example.com,2025-12-23 15:57:43.623013,REGULAR
541,Customer_541,invalid_email_no_domain,2025-09-27 15:57:43.623015,PREMIUM
542,Customer_542,cust542@example.com,2026-05-17 15:57:43.623016,PREMIUM
543,Customer_543,cust543@example.com,2025-07-13 15:57:43.623018,VIP
544,Customer_544,cust544@example.com,2026-01-27 15:57:43.623019,VIP
545,Customer_545,cust545@example.com,2026-02-02 15:57:43.623021,VIP
546,Customer_546,cust546@example.com,2026-03-21 15:57:43.623022,REGULAR
547,Customer_547,cust547@example.com,2026-03-12 15:57:43.623024,VIP
548,Customer_548,cust548@example.com,2025-12-23 15:57:43.623025,PREMIUM
549,Customer_549,cust549@example.com,2026-05-05 15:57:43.623027,VIP
550,Customer_550,cust550@example.com,2026-06-04 15:57:43.623028,VIP
551,Customer_551,cust551@example.com,2026-06-12 15:57:43.623029,REGULAR
552,Customer_552,cust552@example.com,2025-11-11 15:57:43.623031,VIP
553,Customer_553,cust553@example.com,2026-02-12 15:57:43.623032,VIP
554,Customer_554,cust554@example.com,2026-06-10 15:57:43.623034,PREMIUM
555,Customer_555,cust555@example.com,2025-09-29 15:57:43.623036,REGULAR
556,Customer_556,cust556@example.com,2025-10-21 15:57:43.623037,VIP
557,Customer_557,cust557@example.com,2026-06-27 15:57:43.623038,PREMIUM
558,Customer_558,cust558@example.com,2026-07-06 15:57:43.623040,VIP
559,Customer_559,cust559@example.com,2026-04-17 15:57:43.623041,PREMIUM
560,Customer_560,cust560@example.com,2026-07-01 15:57:43.623043,PREMIUM
561,Customer_561,cust561@example.com,2026-04-23 15:57:43.623044,VIP
562,Customer_562,cust562@example.com,2025-12-03 15:57:43.623046,PREMIUM
563,Customer_563,cust563@example.com,2026-01-06 15:57:43.623047,REGULAR
564,Customer_564,cust564@example.com,2026-03-16 15:57:43.623049,PREMIUM
565,Customer_565,cust565@example.com,2025-09-12 15:57:43.623050,REGULAR
566,Customer_566,cust566@example.com,2025-09-20 15:57:43.623052,REGULAR
567,Customer_567,cust567@example.com,2025-12-27 15:57:43.623053,VIP
568,Customer_568,cust568@example.com,2026-01-17 15:57:43.623055,PREMIUM
569,Customer_569,cust569@example.com,2025-11-05 15:57:43.623056,PREMIUM
570,Customer_570,cust570@example.com,2026-05-28 15:57:43.623058,VIP
571,Customer_571,cust571@example.com,2026-04-02 15:57:43.623059,VIP
572,Customer_572,cust572@example.com,2025-10-25 15:57:43.623061,PREMIUM
573,Customer_573,cust573@example.com,2026-04-18 15:57:43.623062,REGULAR
574,Customer_574,cust574@example.com,2026-02-12 15:57:43.623063,VIP
575,Customer_575,cust575@example.com,2025-07-26 15:57:43.623065,PREMIUM
576,Customer_576,cust576@example.com,2026-06-15 15:57:43.623067,PREMIUM
577,Customer_577,cust577@example.com,2026-02-15 15:57:43.623068,VIP
578,Customer_578,cust578@example.com,2026-05-28 15:57:43.623069,VIP
579,Customer_579,cust579@example.com,2026-01-27 15:57:43.623071,PREMIUM
580,Customer_580,cust580@example.com,2026-06-29 15:57:43.623072,REGULAR
581,Customer_581,cust581@example.com,2025-10-12 15:57:43.623074,REGULAR
582,Customer_582,cust582@example.com,2025-08-30 15:57:43.623075,VIP
583,Customer_583,cust583@example.com,2025-09-06 15:57:43.623077,REGULAR
584,Customer_584,cust584@example.com,2025-11-19 15:57:43.623079,PREMIUM
585,Customer_585,cust585@example.com,2026-03-31 15:57:43.623080,VIP
586,Customer_586,cust586@example.com,2025-07-23 15:57:43.623082,VIP
587,Customer_587,invalid_email_no_domain,2026-02-22 15:57:43.623083,PREMIUM
588,Customer_588,cust588@example.com,2026-04-07 15:57:43.623085,PREMIUM
589,Customer_589,cust589@example.com,2025-08-10 15:57:43.623086,PREMIUM
590,Customer_590,cust590@example.com,2025-07-22 15:57:43.623088,REGULAR
591,Customer_591,cust591@example.com,2025-08-19 15:57:43.623089,REGULAR
592,Customer_592,cust592@example.com,2025-10-08 15:57:43.623091,REGULAR
593,Customer_593,cust593@example.com,2025-07-28 15:57:43.623092,REGULAR
594,Customer_594,cust594@example.com,2026-05-12 15:57:43.623094,VIP
595,Customer_595,cust595@example.com,2026-03-21 15:57:43.623096,VIP
596,Customer_596,cust596@example.com,2025-10-26 15:57:43.623097,PREMIUM
597,Customer_597,cust597@example.com,2026-03-28 15:57:43.623099,VIP
598,Customer_598,cust598@example.com,2025-12-16 15:57:43.623100,REGULAR
599,Customer_599,cust599@example.com,2025-10-15 15:57:43.623101,REGULAR
600,Customer_600,cust600@example.com,2026-05-22 15:57:43.623103,PREMIUM
